train_accuracy;train_loss;valid_accuracy;valid_loss;valid_accuracy_robust;valid_accuracy_swa;valid_accuracy_robust_swa
5,2170;4,8656;10,6700;4,4259;5,0966;10,6700;5,0966
12,8080;4,3324;19,1400;3,9862;7,7655;19,1400;7,7655
18,4080;4,0302;24,5300;3,7576;10,6000;24,5300;10,6000
22,8490;3,8198;27,4500;3,6855;12,2828;27,4500;12,2828
26,5040;3,6537;30,2600;3,6404;11,8138;30,2600;11,8138
29,7480;3,5159;34,6200;3,3884;15,0138;34,6200;15,0138
32,2030;3,4001;34,8700;3,4230;15,9724;34,8700;15,9724
34,4960;3,3055;40,2600;3,2243;17,8759;40,2600;17,8759
36,9450;3,2135;41,2600;3,2034;17,3172;41,2600;17,3172
38,7470;3,1295;41,9300;3,1818;17,4345;41,9300;17,4345
40,5130;3,0593;43,2600;3,1089;17,3931;43,2600;17,3931
42,3660;2,9846;44,4900;3,1011;16,8207;44,4900;16,8207
43,9190;2,9229;46,4000;3,0805;19,3517;46,4000;19,3517
45,3380;2,8632;47,9100;2,9869;19,3931;47,9100;19,3931
47,1250;2,8067;48,3000;2,9619;20,5034;48,3000;20,5034
48,1310;2,7568;49,0300;2,9852;20,4483;49,0300;20,4483
49,3310;2,7161;50,0500;2,9359;20,6552;50,0500;20,6552
50,1910;2,6842;50,3800;2,9510;20,7172;50,3800;20,7172
50,9870;2,6580;50,5300;2,9164;20,7310;50,5300;20,7310
51,3580;2,6435;50,2800;2,9398;21,0759;50,2800;21,0759
40,1630;3,0662;41,1800;3,1956;17,5517;41,1800;17,5517
40,6440;3,0491;42,4500;3,1579;18,2069;42,4500;18,2069
41,6580;3,0087;44,5000;3,0347;17,9862;44,5000;17,9862
42,7620;2,9642;44,6200;3,0229;18,4621;44,6200;18,4621
43,8750;2,9228;46,2600;2,9890;17,3241;46,2600;17,3241
44,7680;2,8829;43,3500;3,0581;17,2345;43,3500;17,2345
45,6190;2,8473;48,5500;2,8835;19,7655;48,5500;19,7655
46,7940;2,8085;47,2400;2,9712;19,2483;47,2400;19,2483
47,8430;2,7718;48,2600;2,9200;19,1862;48,2600;19,1862
48,5030;2,7408;49,1100;2,8660;19,4483;49,1100;19,4483
49,3520;2,7103;51,1600;2,7865;21,0483;51,1600;21,0483
49,9720;2,6734;50,8400;2,8322;20,2345;50,8400;20,2345
51,1600;2,6365;51,3700;2,8000;19,5448;51,3700;19,5448
51,9620;2,6067;52,7400;2,7453;23,2897;52,7400;23,2897
53,0200;2,5717;53,0100;2,7397;21,5517;53,0100;21,5517
53,8080;2,5425;54,5300;2,6751;23,6207;54,5300;23,6207
54,5360;2,5089;54,8400;2,6615;25,4483;54,8400;25,4483
55,2780;2,4818;54,2500;2,6842;23,8690;54,2500;23,8690
56,4140;2,4412;54,2200;2,6927;25,0138;54,2200;25,0138
57,1020;2,4113;54,9700;2,6621;23,3310;54,9700;23,3310
57,9560;2,3793;56,4700;2,6353;24,5379;56,4700;24,5379
58,8780;2,3471;56,0800;2,6481;26,2276;56,0800;26,2276
59,6960;2,3168;56,6500;2,5996;25,2069;56,6500;25,2069
60,7300;2,2813;58,0600;2,5831;25,7103;58,0600;25,7103
61,5430;2,2551;57,9000;2,5558;24,8414;57,9000;24,8414
62,4260;2,2212;58,9300;2,5404;27,3793;58,9300;27,3793
63,4120;2,1919;58,4400;2,5598;25,8345;58,4400;25,8345
64,1260;2,1660;59,0300;2,5490;27,3103;59,0300;27,3103
64,9940;2,1324;58,9300;2,5421;27,8966;58,9300;27,8966
66,0860;2,1025;59,1500;2,5257;26,8828;59,1500;26,8828
66,8540;2,0801;60,1400;2,4761;28,0276;60,1400;28,0276
67,5720;2,0547;59,9400;2,4918;28,2138;59,9400;28,2138
68,2980;2,0282;60,4100;2,4780;27,9034;60,4100;27,9034
68,8760;2,0092;60,5900;2,4683;29,4207;60,5900;29,4207
69,3190;1,9922;60,7300;2,4851;29,0690;60,7300;29,0690
69,7890;1,9789;60,8300;2,4659;29,3724;60,8300;29,3724
70,1660;1,9683;60,4700;2,4782;29,1448;60,4700;29,1448
70,4480;1,9593;60,6100;2,4745;29,4345;60,6100;29,4345
70,6240;1,9513;60,8600;2,4625;29,3034;60,8600;29,3034
70,5780;1,9505;60,8700;2,4688;29,4276;60,8700;29,4276
